name,category,lat,lon,address,city,phone,website,source,opportunity_score
Akasaka,restaurant,42.2875897,-83.0251549,,Windsor,,,OSM,40
Devonshire Restaurant,restaurant,42.2830196,-83.0111696,,Windsor,,,OSM,40
Happy Garden,restaurant,42.2461909,-83.06113,,Windsor,,,OSM,40
Nick the Greek,restaurant,42.3345064,-82.9372977,,Windsor,,,OSM,40
Marukin Steak & Sushi,restaurant,42.3346863,-82.9384824,,Windsor,,,OSM,40
Deb's Place,restaurant,42.2668953,-83.0269361,,Windsor,,,OSM,40
Oven 360,restaurant,42.2679281,-83.0264008,,Windsor,,,OSM,40
La Rucola,restaurant,42.3057709,-82.8839411,,Windsor,,,OSM,40
Tabouli,restaurant,42.305815,-82.8835896,,Windsor,,,OSM,40
Blue Sky Garden,restaurant,42.305846,-82.8832639,,Windsor,,,OSM,40
Baker's Bar & Grill,restaurant,42.3285148,-82.9696669,,Windsor,,,OSM,40
Vito's Pizzeria,restaurant,42.3219973,-83.0145393,1731 Wyandotte Street East,Windsor,,,OSM,40
Pomegranate,restaurant,42.3333801,-82.9450767,,Windsor,,,OSM,40
Roma's Pizza House,restaurant,42.3330387,-82.9448675,,Windsor,,,OSM,40
Sandy's,restaurant,42.3313874,-82.9536444,,Windsor,,,OSM,40
The Twisted Apron,restaurant,42.3230229,-83.0125327,,Windsor,,,OSM,40
Etta's Greeklish Eatery,restaurant,42.3290242,-82.9654319,,Windsor,,,OSM,40
Capone's,restaurant,42.3290785,-82.9667457,,Windsor,,,OSM,40
Riviera Pizza,restaurant,42.3288348,-82.9680119,,Windsor,,,OSM,40
Palenque,restaurant,42.3265688,-82.9798528,,Windsor,,,OSM,40
Louis Restaurant,restaurant,42.3265511,-82.9799298,,Windsor,,,OSM,40
Perfetto Bistro,restaurant,42.3263475,-82.9793093,,Windsor,,,OSM,40
Little Foot Food,restaurant,42.3006784,-83.0047768,1404 Tecumseh Road East,Windsor,,,OSM,40
Sweetwater Express,restaurant,42.4162424,-83.2018388,15640 West McNichols Road,Detroit,,,OSM,40
Michigan & Trumbull Pizza,restaurant,42.3319398,-83.0666647,1441 West Elizabeth Street,Detroit,,,OSM,40
Highlands,restaurant,42.3289529,-83.0397403,Renaissance Drive West,Detroit,,,OSM,40
Walker Grill,restaurant,42.3147013,-83.0016441,,Windsor,,,OSM,40
Walkerville Eatery,restaurant,42.3205176,-83.0066182,,Windsor,,,OSM,40
New Hunan,restaurant,42.2261223,-83.2285354,11175 Allen Road,Southgate,,,OSM,40
Southgate Pizza Kitchen,restaurant,42.2130355,-83.2029978,14625 Northline Road,Southgate,,,OSM,40
New China Inn,restaurant,42.2130102,-83.2041452,14709 Northline Road,Southgate,,,OSM,40
La Palma,restaurant,42.3536172,-83.0596101,,Windsor,,,OSM,40
Dynasty Bar and Restaurant,restaurant,42.3997165,-82.981854,,Windsor,,,OSM,40
Buffalo Wild Wings,restaurant,42.3343028,-83.0446953,1216 Randolph Street,Detroit,,,OSM,40
Frame,restaurant,42.4678525,-83.1046002,23839 John R Road,Hazel Park,,,OSM,40
Grinder Zee of Hazel Park,restaurant,42.4603906,-83.1033116,22822 John R Road,Hazel Park,,,OSM,40
Phulkari Punjabi Kitchen,restaurant,42.4967981,-83.0858911,27707 Dequindre Road,Madison Heights,,,OSM,40
Toarmina's Pizza Madison Hgts,restaurant,42.496848,-83.0859401,27723 Dequindre Road,Madison Heights,,,OSM,40
LeCulture Detroit,restaurant,42.3367808,-83.0451767,1452 Brush Street,Detroit,,,OSM,40
Basement Burger Bar,restaurant,42.3356381,-83.0443861,1326 Brush Street,Detroit,,,OSM,40
Le Petit Zinc,restaurant,42.3259262,-83.0631549,1055 Trumbull Street,Detroit,,,OSM,40
Fish and Chicken,restaurant,42.3845001,-83.2754996,13550 Telegraph Drive,Redford,,,OSM,40
Steve's Soul Food,restaurant,42.3329104,-83.0308194,1438 Franklin Street,Detroit,,,OSM,40
Casings & Twine,restaurant,42.3453932,-83.0370012,1528 Gratiot Avenue,Detroit,,,OSM,40
Downtown Louie's,restaurant,42.3347883,-83.0501095,30 Clifford Street,Detroit,,,OSM,40
Little Joe's Coney Island Restaurant,restaurant,42.4635753,-82.9866457,,Windsor,,,OSM,40
Major Tomato,restaurant,42.2583103,-83.2078894,,Windsor,,,OSM,40
The Vault,restaurant,42.202313,-83.1502285,,Windsor,,,OSM,40
Leo's Coney Island,restaurant,42.2354241,-83.2687886,,Windsor,,,OSM,40
Sweetwater Tavern,restaurant,42.3318173,-83.0418239,400 East Congress Street,Detroit,,,OSM,40
Freshii,restaurant,42.3319208,-83.0477309,1001 Woodward Avenue,Detroit,,,OSM,40
Z Shawarma King,restaurant,42.2597651,-83.2070952,,Windsor,,,OSM,40
44 Burrito,restaurant,42.4865166,-83.2211646,29067 Southfield Road,Lathrup Village,,,OSM,40
Frida Mexican Cuisine,restaurant,42.3044794,-83.2490176,22053 Michigan Avenue,Dearborn,,,OSM,40
O'sushi Seafood Bar & Grill,restaurant,42.3042075,-83.2519041,,Windsor,,,OSM,40
Aria's Brick Oven Pizzeria,restaurant,42.2230251,-83.193769,,Windsor,,,OSM,40
Manhattan Fish and Chips,restaurant,42.3840907,-82.967374,3800 Conner Street,Detroit,,,OSM,40
Mexican Village,restaurant,42.3254049,-83.0784667,2600 Bagley Street,Detroit,,,OSM,40
Tamaleria Neuvo Leon,restaurant,42.326302,-83.0800986,2669 West Vernor Highway,Detroit,,,OSM,40
Jet's Pizza,restaurant,42.3421516,-83.0119557,East Jefferson Avenue,Windsor,,,OSM,40
Poohs Perfect Potato,restaurant,42.3625036,-83.0043457,,Windsor,,,OSM,40
Prime + Proper,restaurant,42.332387,-83.0491652,,Windsor,,,OSM,40
Heritage Coney Island,restaurant,42.2116352,-83.2536513,,Windsor,,,OSM,40
Takoi,restaurant,42.3316055,-83.0808434,2520 Michigan Avenue,Detroit,,,OSM,40
BARDA,restaurant,42.3484579,-83.0880478,4848 Grand River Avenue,Detroit,,,OSM,40
India 47,restaurant,42.3056612,-82.8844547,1640 Lesperance Road,Windsor,,,OSM,40
Demi's Restaurant & Bar,restaurant,42.4286489,-83.2789658,24201 7 Mile Road,Detroit,,,OSM,40
Sahara Restaurant and Grill,restaurant,42.4733582,-83.1820145,,Windsor,,,OSM,40
Mad Crab,restaurant,42.4732525,-83.180609,,Windsor,,,OSM,40
Blaze Pizza,restaurant,42.4990281,-83.2843744,28674 Telegraph Road,Windsor,,,OSM,40
Shish Kabob,restaurant,42.4990301,-83.2842297,28682 Telegraph Road,Southfield,,,OSM,40
Flaming Wok,restaurant,42.4990323,-83.2841493,,Windsor,,,OSM,40
Pastaio,restaurant,42.4865056,-83.1458413,208 West 5th Street,Royal Oak,,,OSM,40
Le Crepe,restaurant,42.4875293,-83.1464049,317 South Washington Avenue,Royal Oak,,,OSM,40
Oak House Deli,restaurant,42.4853814,-83.1461016,603 South Washington Avenue,Royal Oak,,,OSM,40
Iron Horse,restaurant,42.487342,-83.1473526,316 West 4th Street,Royal Oak,,,OSM,40
Imaginate,restaurant,42.4870072,-83.1476429,,Windsor,,,OSM,40
Toyko Sushi,restaurant,42.4875677,-83.1452514,,Windsor,,,OSM,40
Oak City Grille,restaurant,42.4856426,-83.1460098,,Windsor,,,OSM,40
Hammer & Nail,restaurant,42.3495909,-83.0587797,3800 Woodward Avenue,Detroit,,,OSM,40
Supino Pizza,restaurant,42.3693492,-83.0730275,6519 Woodward Avenue,Detroit,,,OSM,40
Union Assembly,restaurant,42.3380556,-83.0519476,,Windsor,,,OSM,40
Jet's Pizza,restaurant,42.2278615,-83.2534542,22314 Goddard Road,Windsor,,,OSM,40
Websters,restaurant,42.2552696,-83.2884233,,Windsor,,,OSM,40
Elephant,restaurant,42.332247,-83.0413497,439;441 East Congress Street,Detroit,,,OSM,40
Pho Chopstix,restaurant,42.4957929,-83.2830456,28308 Telegraph Road,Windsor,,,OSM,40
La Finca Mexican Restaurant,restaurant,42.2406554,-83.1797167,3073 Fort Street,Lincoln Park,,,OSM,40
Crab House,restaurant,42.4931042,-83.0283082,,Windsor,,,OSM,40
Spicy Thailand,restaurant,42.4929485,-83.0283011,,Windsor,,,OSM,40
The Royal Oak Brewery,restaurant,42.4874481,-83.1423009,215 East 4th Street,Royal Oak,,,OSM,40
Pizza Connection,restaurant,42.455103,-83.1037692,21727 John R Road,Hazel Park,,,OSM,40
Cadieux Cafe,restaurant,42.4015612,-82.9266038,4300 Cadieux Road,Detroit,,,OSM,40
Robert's Coney Island,restaurant,42.4349795,-82.9945275,12701 East 7 Mile Road,Detroit,,,OSM,40
R & D One Stop Meals,restaurant,42.434712,-83.003143,11811 East 7 Mile Road,Detroit,,,OSM,40
Cobb's Corner,restaurant,42.3506152,-83.0638002,4201 Cass Avenue,Windsor,,,OSM,40
Orange King,restaurant,42.3416885,-83.1770043,6929 Schaefer Road,Dearborn,,,OSM,40
L Georges Coney Island,restaurant,42.3432139,-83.2105444,16835 West Warren Avenue,Detroit,,,OSM,40
Alnawras,restaurant,42.310691,-83.1525021,,Windsor,,,OSM,40
Sundried Tomato Bistro,restaurant,42.3181598,-83.0407368,,Windsor,,,OSM,40
The California Sushi,restaurant,42.3173605,-83.0404486,,Windsor,,,OSM,40
Sitara Authentic Indian Cuisine,restaurant,42.3140913,-83.0381493,,Windsor,,,OSM,40
Syd's Sandwich Co,restaurant,42.3162563,-83.0396258,,Windsor,,,OSM,40
Nick's Gaslight,restaurant,42.3338464,-83.0531316,441 Grand River Avenue,Detroit,,,OSM,40
the.dotte,restaurant,42.3290486,-82.9683239,,Windsor,,,OSM,40
Steak N Shawarma,restaurant,42.3185017,-83.0391217,,Windsor,,,OSM,40
Sheeba,restaurant,42.3061749,-83.2450408,22048 Michigan Avenue,Dearborn,,,OSM,40
Thyme Kitchen,restaurant,42.3193514,-83.039954,,Windsor,,,OSM,40
Comet Burgers,restaurant,42.4886845,-83.144011,311 South Main Street,Royal Oak,,,OSM,40
Kerby's Koney Island,restaurant,42.4817131,-83.2864269,,Windsor,,,OSM,40
Omega Coney Island,restaurant,42.3655728,-83.1969805,9500 Greenfield Road,Detroit,,,OSM,40
Fionn MacCool's Windsor,restaurant,42.3160853,-83.0378964,,Windsor,,,OSM,40
The Carvery,restaurant,42.3204221,-83.0187829,1301 Wyandotte Street East,Windsor,,,OSM,40
Avanti,restaurant,42.3095954,-83.0122034,1317 Hall Avenue,Windsor,,,OSM,40
24 Grille,restaurant,42.331515,-83.0506691,,Windsor,,,OSM,40
Shield's Pizzeria & Bar,restaurant,42.3574638,-83.0649802,,Windsor,,,OSM,40
Caribbean Citchen,restaurant,42.417071,-83.1661352,10500 West McNichols Road,Detroit,,,OSM,40
Cucina 360,restaurant,42.3182296,-83.040117,,Windsor,,,OSM,40
Chatham St Diner,restaurant,42.3182573,-83.0386029,,Windsor,,,OSM,40
TOAST,restaurant,42.3122956,-83.0239865,653 Erie Street,Windsor,,,OSM,40
The Balkan House,restaurant,42.4002627,-83.0582715,3028 Caniff Street,Windsor,,,OSM,40
Motown Coney Island,restaurant,42.4464421,-83.0818877,1936 East 8 Mile Road,Detroit,,,OSM,40
Spago's,restaurant,42.3125343,-83.0241519,,Windsor,,,OSM,40
Mezcal Mexican Bar & Kitchen,restaurant,42.4607691,-83.1325847,201 East 9 Mile Road,Windsor,,,OSM,40
Funky Chow Kitchen,restaurant,42.323575,-83.0113547,,Windsor,,,OSM,40
Chef Greg's Soul-n-the-Wall,restaurant,42.4239313,-83.1610311,10009 Curtis Avenue,Detroit,,,OSM,40
Riverside Coney Island,restaurant,42.2412803,-83.145148,4460 West Jefferson Avenue,Ecorse,,,OSM,40
Angelo's Coney Grill,restaurant,42.2153237,-83.1503802,1832 Biddle Avenue,Wyandotte,,,OSM,40
World Marathon Ethiopian,restaurant,42.317526,-83.0396542,,Windsor,,,OSM,40
Rib Cage,restaurant,42.435352,-82.9719692,14633 East 7 Mile Road,Detroit,,,OSM,40
Kwong Tung Inn,restaurant,42.4469371,-83.0721824,3040 East 8 Mile Road,Detroit,,,OSM,40
Rock City Eats & Sweets,restaurant,42.3933896,-83.0067987,9701 Harper Avenue,Detroit,,,OSM,40
BBQ Central,restaurant,42.4313225,-83.1774487,13300 West 7 Mile Road,Detroit,,,OSM,40
Mootz,restaurant,42.33432,-83.0466641,,Windsor,,,OSM,40
Mi Casita Restaurant & Bar,restaurant,42.3161633,-83.030562,,Windsor,,,OSM,40
Shawarma Kingdom & hot spot,restaurant,42.3156753,-83.0376503,460 Ouellette Avenue,Windsor,,,OSM,40
"Pollos ""Los Gallos""",restaurant,42.316462,-83.122187,7135 Dix Street,Detroit,,,OSM,40
Estilo Casero,restaurant,42.3166807,-83.1240376,,Windsor,,,OSM,40
Taqueria Mi Pueblo Mexican Restaurant,restaurant,42.3170969,-83.1241735,7278 Dix Street,Detroit,,,OSM,40
Mandee's Jazz Café,restaurant,42.4192217,-83.0636379,17132 Conant Street,Detroit,,,OSM,40
Colombo's Coney Island,restaurant,42.3182734,-83.1010839,5414 West Vernor Highway,Detroit,,,OSM,40
El Palenque,restaurant,42.3182168,-83.101232,,Windsor,,,OSM,40
Galata Turkish Sweets,restaurant,42.3052103,-83.2456425,,Windsor,,,OSM,40
Modern Greek and Salad Bar,restaurant,42.3058128,-83.2446257,,Windsor,,,OSM,40
Blue Fish Asian Cuisine,restaurant,42.3057344,-83.2448946,,Windsor,,,OSM,40
Antonino's Original Pizza,restaurant,42.3282861,-82.9712522,,Windsor,,,OSM,40
Big Moe's Kitchen,restaurant,42.3235639,-83.1703538,,Windsor,,,OSM,40
La Esquinita,restaurant,42.3086508,-83.1146238,,Windsor,,,OSM,40
Nicky D's Coney Island,restaurant,42.4180045,-83.262287,22365 Grand River Avenue,Detroit,,,OSM,40
Royal BBQ,restaurant,42.3776241,-83.0319953,5844 Mount Elliott Street,Detroit,,,OSM,40
Blues Restaurant,restaurant,42.3821913,-83.1148141,11611 Linwood Avenue,Detroit,,,OSM,40
Omega Grill,restaurant,42.4012939,-83.2190026,18130 Fenkell Street,Detroit,,,OSM,40
Pizza Place,restaurant,42.329198,-83.2229363,18706 Ford Road,Detroit,,,OSM,40
Red Robin,restaurant,42.3292282,-83.2224109,18650 Ford Road,Detroit,,,OSM,40
Lonestar Catering,restaurant,42.3912155,-82.9699409,12700 East Warren Avenue,Detroit,,,OSM,40
Chita's Nefertiti Bar,restaurant,42.3950002,-83.2034316,15942 Grand River Avenue,Detroit,,,OSM,40
Bone Bar.B.Q,restaurant,42.4002409,-83.2530278,21467 Fenkell Street,Detroit,,,OSM,40
Jamaican Me Hungry 313,restaurant,42.3608134,-83.157628,8910 Wyoming Street,Detroit,,,OSM,40
My Shawarma,restaurant,42.3413505,-83.1765124,6900 Schaefer Road,Windsor,,,OSM,40
Alagha Chicken,restaurant,42.3267825,-83.2937179,,Windsor,,,OSM,40
Park Restaurant,restaurant,42.2513491,-83.1755271,1681 Fort Street,Lincoln Park,,,OSM,40
Taza de Cafe,restaurant,42.2518666,-83.1761728,1674 Fort Street,Lincoln Park,,,OSM,40
Chartreuse Kitchen & Cocktails,restaurant,42.3602726,-83.0663314,,Windsor,,,OSM,40
Wright & Company,restaurant,42.3352449,-83.0489426,,Windsor,,,OSM,40
Curbside Soul Food,restaurant,42.3904029,-83.1204879,,Windsor,,,OSM,40
The Sleepy Potato,restaurant,42.3839206,-83.1396606,12863 Livernois Avenue,Detroit,,,OSM,40
Hong Moy,restaurant,42.386703,-83.0251215,7415 Harper Avenue,Detroit,,,OSM,40
E & S Carry Out,restaurant,42.4168039,-83.1776198,,Windsor,,,OSM,40
Pink Garlic,restaurant,42.4877568,-83.1837687,26661 Coolidge Highway,Oak Park,,,OSM,40
poke poke,restaurant,42.4949512,-83.1838749,2485 Coolidge Highway,Berkley,,,OSM,40
Abe's Bakery and Pizza,restaurant,42.3431641,-83.2094883,,Windsor,,,OSM,40
Hillside Chicken & Waffles,restaurant,42.4190213,-83.051881,5101 East Davison Street,Hamtramck,,,OSM,40
Three Star Bar-B-Q,restaurant,42.404174,-83.0631195,11941 Joseph Campau Street,Hamtramck,,,OSM,40
Remas,restaurant,42.4014157,-83.0605673,11444 Joseph Campau Street,Hamtramck,,,OSM,40
Dragon's Inn Restaurant,restaurant,42.3059127,-83.0613637,,Windsor,,,OSM,40
BiBim to Go,restaurant,42.3056704,-83.0606964,,Windsor,,,OSM,40
Saigon House,restaurant,42.3056995,-83.0606199,,Windsor,,,OSM,40
Supergeil,restaurant,42.3315399,-83.0800729,2442 Michigan Avenue,Detroit,,,OSM,40
Caper's,restaurant,42.4405622,-82.9737408,14726 Gratiot Avenue,Detroit,,,OSM,40
Chan's,restaurant,42.4381811,-82.9759489,14537 Gratiot Avenue,Detroit,,,OSM,40
Q-Tea,restaurant,42.3016767,-83.075121,,Windsor,,,OSM,40
Sugar Factory,restaurant,42.33242,-83.0464053,,Windsor,,,OSM,40
Pao,restaurant,42.3363711,-83.0528255,,Windsor,,,OSM,40
Little Ceasers,restaurant,42.4915999,-83.1837751,2051 Coolidge Highway,Berkley,,,OSM,40
The Golden Bowl,restaurant,42.4584482,-83.1804874,22120 Coolidge Highway,Oak Park,,,OSM,40
D. Prime Steakhouse,restaurant,42.3327906,-83.0603633,,Windsor,,,OSM,40
Bubbles & Cream,restaurant,42.2675607,-83.026362,1349 Grand Marais Road West,Windsor,,,OSM,40
Turkish Village,restaurant,42.3062255,-83.2433008,21931 Michigan Avenue,Dearborn,,,OSM,40
Poke Poke,restaurant,42.30616,-83.2435941,21931 Michigan Avenue,Dearborn,,,OSM,40
Filli,restaurant,42.3053221,-83.2486021,22220 Michigan Avenue,Dearborn,,,OSM,40
Tiliani Italian Kitchen & Bar,restaurant,42.3042743,-83.2513806,1002 South Military Street,Dearborn,,,OSM,40
Gateaux,restaurant,42.3041034,-83.2513078,,Windsor,,,OSM,40
The Jagged Fork,restaurant,42.499589,-83.2228502,,Windsor,,,OSM,40
Thai Wai Restaurant,restaurant,42.2582551,-83.2080373,,Windsor,,,OSM,40
Chuck E. Cheese,restaurant,42.297927,-83.2739962,,Windsor,,,OSM,40
Owl Night Lunch Stand,restaurant,42.3066198,-83.2293142,,Windsor,,,OSM,40
Coeur,restaurant,42.4606633,-83.1387788,,Windsor,,,OSM,40
Bakehouse 46,restaurant,42.4603223,-83.1382545,,Windsor,,,OSM,40
The Balkan House,restaurant,42.4606598,-83.1385003,,Windsor,,,OSM,40
Buffalo Wild Wings GO,restaurant,42.2347662,-83.2688457,,Windsor,,,OSM,40
Rocky's Chinese Food,restaurant,42.2278455,-83.2537442,22322 Goddard Road,Windsor,,,OSM,40
Malek Al-Kabob,restaurant,42.226539,-83.253935,22371 Goddard Road,Taylor,,,OSM,40
Bai Mai Thai,restaurant,42.3385125,-83.0330064,,Windsor,,,OSM,40
Urban Soul Restaurant,restaurant,42.3384248,-83.0329487,,Windsor,,,OSM,40
Albanian Eagle,restaurant,42.3124526,-83.0234752,707 Erie Street,Windsor,,,OSM,40
Buff's Pizza,restaurant,42.3294289,-83.1608723,,Windsor,,,OSM,40
The Original Pancake House,restaurant,42.4728037,-83.2349557,,Windsor,,,OSM,40
Pink Garlic,restaurant,42.2563497,-83.2256931,18625 Ecorse Road,Windsor,,,OSM,40
Wishbone Broasted Chicken,restaurant,42.2563602,-83.2255334,18617 Ecorse Road,Windsor,,,OSM,40
Blazin' Shawarma,restaurant,42.2318554,-83.2685756,10271 Telegraph Road,Taylor,,,OSM,40
Piccolo's,restaurant,42.292816,-83.0526689,,Windsor,,,OSM,40
Toor Biriyni Flame,restaurant,42.2950574,-83.0491214,,Windsor,,,OSM,40
Fish and Chicken,restaurant,42.3918311,-83.1262481,,Windsor,,,OSM,40
Opyum Soul,restaurant,42.4189655,-83.277884,,Windsor,,,OSM,40
Adelina,restaurant,42.3328988,-83.0474488,,Windsor,,,OSM,40
Michigan & Trumbull Pizza,restaurant,42.3627953,-83.0829611,1331 Holden Street,Detroit,,,OSM,40
7am Breakfast & Lunch,restaurant,42.3083291,-82.9650294,,Windsor,,,OSM,40
Noodle Box,restaurant,42.3084263,-82.9650638,,Windsor,,,OSM,40
Tahini's,restaurant,42.3085324,-82.9651346,,Windsor,,,OSM,40
Flamz Pizzeria,restaurant,42.4031241,-82.9383674,,Windsor,,,OSM,40
Holiday Grill Coney Island,restaurant,42.3044179,-83.2581859,,Windsor,,,OSM,40
La Favorita Tienda Mexicana,restaurant,42.282006,-83.1763335,,Windsor,,,OSM,40
Scaddabush,restaurant,42.2751166,-83.0079311,3031 Howard Avenue,Windsor,,,OSM,40
Sunset Grill,restaurant,42.2823554,-83.0543253,Huron Church Road,Windsor,,,OSM,40
Sun Hong BBQ & Seafood,restaurant,42.3061483,-83.059231,Wyandotte Street West,Windsor,,,OSM,40
Boss Bagel,restaurant,42.3138089,-83.02048,Erie Street,Windsor,,,OSM,40
Nico Taverna,restaurant,42.3117014,-83.025604,Erie Street,Windsor,,,OSM,40
Firehouse Subs,restaurant,42.3129643,-82.9357169,Tecumseh Road East,Windsor,,,OSM,40
Swan Grill & Bakery,restaurant,42.2964285,-83.0467293,Tecumseh Road West,Windsor,,,OSM,40
McDonald's,restaurant,42.238054,-83.0178618,Sandwich West Parkway,Windsor,,,OSM,40
Dairy Queen Grill & Chill,restaurant,42.2382008,-83.0152413,Heritage Drive,Windsor,,,OSM,40
Tim Hortons,restaurant,42.2385786,-83.0175981,Sandwich West Parkway,Windsor,,,OSM,40
Taco Bell,restaurant,42.2388593,-83.0174854,Sandwich West Parkway,Windsor,,,OSM,40
Popeye's Louisiana Chicken,restaurant,42.308711,-82.9623617,Tecumseh Road East,Windsor,,,OSM,40
Stacked Pancake & Breakfast House,restaurant,42.2383979,-83.0159481,Sandwich West Parkway,Windsor,,,OSM,40
Press'd Sandwich Shop,restaurant,42.3089069,-82.9625828,Tecumseh Road East,Windsor,,,OSM,40
Five Guys,restaurant,42.2695912,-82.9989306,Division Road,Windsor,,,OSM,40
Jimmy John's,restaurant,42.2692783,-82.9984187,Division Road,Windsor,,,OSM,40
Dumpling Time,restaurant,42.2689722,-82.997323,Division Road,Windsor,,,OSM,40
QDOBA Mexican Eats,restaurant,42.2696701,-82.9988382,Division Road,Windsor,,,OSM,40
Chatime,restaurant,42.2697438,-82.9987014,Division Road,Windsor,,,OSM,40
Freshii,restaurant,42.2698982,-82.9984806,Division Road,Windsor,,,OSM,40
Sunset Grill,restaurant,42.2693774,-82.9983147,Division Road,Windsor,,,OSM,40
MJ's Pizza & Wings,restaurant,42.3106105,-83.0471954,904 Wyandotte Street West,Windsor,,,OSM,40
El Dorado Tacos,restaurant,42.3136918,-82.9190342,Tecumseh Road East,Windsor,,,OSM,40
V Shine Karaoke Restaurant,restaurant,42.3058425,-83.0609433,Wyandotte Street West,Windsor,,,OSM,40
Cheese Wheelz,restaurant,42.3145425,-83.0369123,Ouellette Avenue,Windsor,,,OSM,40
Republik Asian Eatery & Bar,restaurant,42.3195413,-83.0399764,Ouellette Avenue,Windsor,,,OSM,40
Naples Pizza,restaurant,42.2878437,-83.0671187,,Windsor,,,OSM,40
Naples Pizza,restaurant,42.2878425,-83.0671248,Prince Road,Windsor,,,OSM,40
The Original Pizza Plus Inc.,restaurant,42.2997257,-83.0699182,Mill Street,Windsor,,,OSM,40
Saab Sis Thai,restaurant,42.4856999,-83.1475434,,Windsor,,,OSM,40
Sunrise Coney Island,restaurant,42.2545102,-83.2590928,,Windsor,,,OSM,40
Sheeba,restaurant,42.3208973,-83.1795076,,Windsor,,,OSM,40
Alanos Eatery,restaurant,42.3209148,-83.1809284,,Windsor,,,OSM,40
Habib's Cuisine,restaurant,42.3207414,-83.1817955,14316 Michigan Avenue,Dearborn,,,OSM,40
Polish Village Café,restaurant,42.3981996,-83.0566808,2990 Yemans Street,hamtramck,,,OSM,40
Parkside Coney Island,restaurant,42.417217,-83.1156973,,Windsor,,,OSM,40
Jose’s Tacos,restaurant,42.3465873,-83.039182,2518 Market Street,Detroit,,,OSM,40
Slow's To Go,restaurant,42.349505,-83.063356,4107 Cass Avenue,Detroit,,,OSM,40
Midtown Social Club,restaurant,42.3516272,-83.0603255,,Windsor,,,OSM,40
Olin Bar & Kitchen,restaurant,42.3345617,-83.0480884,25 East Grand River Avenue,Detroit,,,OSM,40
Tommy's Detroit Bar & Grill,restaurant,42.3273077,-83.0536709,624 3rd Street,Detroit,,,OSM,40
Motor City Grill,restaurant,42.3425192,-83.0746431,,Windsor,,,OSM,40
Legends Grill,restaurant,42.3506303,-83.0934943,5210 Grand River Avenue,Detroit,,,OSM,40
Covered Bridge Concessions,restaurant,42.3042304,-83.2238996,,Windsor,,,OSM,40
Mexican Town Restaurant,restaurant,42.322856,-83.0856256,,Windsor,,,OSM,40
Los Galanes,restaurant,42.323598,-83.084661,,Windsor,,,OSM,40
El Zocalo,restaurant,42.3234497,-83.0850923,,Windsor,,,OSM,40
Miller's Bar,restaurant,42.301209,-83.2673669,,Windsor,,,OSM,40
District 12,restaurant,42.3055169,-83.2456995,22091 Michigan Avenue,Dearborn,,,OSM,40
Paris Baguette,restaurant,42.3080202,-83.2378992,21400 Michigan Avenue,Dearborn,,,OSM,40
Elmer's Steak Pit,restaurant,42.2238528,-83.1587138,606 Goddard Road,Wyandotte,,,OSM,40
Bizzy Bee Coney Island,restaurant,42.2200933,-83.1817026,12118 Fort Street,Southgate,,,OSM,40
Texas Roadhouse,restaurant,42.2004531,-83.258873,14460 Pardee Road,Taylor,,,OSM,40
Bravo,restaurant,42.3163206,-83.2218484,,Windsor,,,OSM,40
P.F. Chang's,restaurant,42.315805,-83.2217457,,Windsor,,,OSM,40
Chili's,restaurant,42.2820169,-83.2061803,3230 Fairlane Drive,Allen Park,,,OSM,40
LongHorn Steakhouse,restaurant,42.2823649,-83.2058435,3190 Fairlane Drive,Allen Park,,,OSM,40
The Greek,restaurant,42.3353694,-83.0420759,535 Monroe Street,Detroit,,,OSM,40
Tru Pizza Co,restaurant,42.2015868,-83.1504252,3144 Biddle Avenue,Wyandotte,,,OSM,40
El Comal Restaurant,restaurant,42.3220485,-83.0918326,3970 West Vernor Highway,Detroit,,,OSM,40
Peking House,restaurant,42.4884069,-83.1462417,215 South Washington Avenue,Windsor,,,OSM,40
Boukie's Grill,restaurant,42.4896215,-83.143912,105 South Main Street,Royal Oak,,,OSM,40
Little Tree Sushi Bar,restaurant,42.489538,-83.1439081,,Windsor,,,OSM,40
Chili's,restaurant,42.3296769,-83.2190049,5707 Southfield Road,Detroit,,,OSM,40
Shin Thai,restaurant,42.4835171,-83.1467622,736 South Washington Avenue,Royal Oak,,,OSM,40
New York Bagel & Deli,restaurant,42.4653914,-83.1372139,,Windsor,,,OSM,40
The Corner,restaurant,42.4607816,-83.1389983,344 West 9 Mile Road,Ferndale,,,OSM,40
The Flytrap,restaurant,42.4622127,-83.1351375,,Windsor,,,OSM,40
Pie-Sci,restaurant,42.3539737,-83.0800471,5163 Trumbull Street,Windsor,,,OSM,40
Express Mexican Eatery,restaurant,42.3055075,-83.2484207,,Windsor,,,OSM,40
Buddy's Pizza,restaurant,42.3057086,-83.247338,,Windsor,,,OSM,40
Julian's Coney Island,restaurant,42.4321354,-83.1026045,,Windsor,,,OSM,40
Jolly Pumpkin,restaurant,42.4866397,-83.1437646,419 South Main Street,Windsor,,,OSM,40
J's Cafe,restaurant,42.4121571,-83.2473949,,Windsor,,,OSM,40
The Boneyard,restaurant,42.3407962,-83.2726857,,Windsor,,,OSM,40
L. George's Coney Island,restaurant,42.357363,-83.2361701,,Windsor,,,OSM,40
Polonia,restaurant,42.3978566,-83.0576949,2934 Yemans Street,Hamtramck,,,OSM,40
